name,address,city,phone,source_url,name_clean,address_clean,name_blocks
Eternal Facilities Management,"22 Churchill Drive, Marlborough, Harare, Zimbabwe",Harare,"0713844583, 0772306576",https://www.zimplaza.co.zw/listing/eternal-facilities-management/,eternal facilities management,22 churchill drive marlborough harare zimbabwe,{'eternal facilities management'}
Splashair Air Conditioning,"33 Chedegelow Road Logan Park Hatfield, Harare, Zimbabwe",Harare,+263715212141,https://www.zimplaza.co.zw/listing/splashair-air-conditioning/,splashair air conditioning,33 chedegelow road logan park hatfield harare zimbabwe,{'splashair air conditioning'}
WYNNSTAY AIR CONDITIONING (Pvt) Ltd,"No 2 Ambrose Place, 86 J.Chinamano Avenues, Harare, Zimbabwe",Harare,+263773939842,https://www.zimplaza.co.zw/listing/wynnstay-air-conditioning-pvt-ltd/,wynnstay air conditioning pvt ltd,no 2 ambrose place 86 jchinamano avenues harare zimbabwe,"{'air conditioning pvt', 'wynnstay air conditioning', 'conditioning pvt ltd'}"
Pearl Events and Hiring,"22 Connaught Road, Avondale, Harare, Zimbabwe",Harare,"0242 339823, 0783076113",https://www.zimplaza.co.zw/listing/pearl-events-and-hiring/,pearl events and hiring,22 connaught road avondale harare zimbabwe,"{'events and hiring', 'pearl events and'}"
Moon Rush Apparel,"3 Ground Floor, Ramajis Complex11th Avenue Robert Mugabe Way City, P.O.Box 120, Bulawayo, Zimbabwe",Bulawayo,+263 774 069 666,https://www.zimplaza.co.zw/listing/moon-rush-apparel/,moon rush apparel,3 ground floor ramajis complex11th avenue robert mugabe way city pobox 120 bulawayo zimbabwe,{'moon rush apparel'}
Revival Technologies (Pvt) Ltd,"01 Wroxham Road, The Grange, Harare, Zimbabwe",Harare,00263 -4-446985,https://www.zimplaza.co.zw/listing/revival-technologies-pvt-ltd/,revival technologies pvt ltd,01 wroxham road the grange harare zimbabwe,"{'technologies pvt ltd', 'revival technologies pvt'}"
Africa Touring Company,"36 East Road, Belgravia, Harare, Zimbabwe",Harare,"+2634702032, +2634705625",https://www.zimplaza.co.zw/listing/africa-touring-company/,africa touring company,36 east road belgravia harare zimbabwe,{'africa touring company'}
Rainbow Travel Zimbabwe,"9 Birchenough Rd, Harare, Zimbabwe",Harare,"+2634250752, +263716327924",https://www.zimplaza.co.zw/listing/rainbow-travel-zimbabwe/,rainbow travel zimbabwe,9 birchenough rd harare zimbabwe,{'rainbow travel zimbabwe'}
The Riley Method,"21a Clark Rd, Bulawayo, Zimbabwe",Bulawayo,+263 77 796 0817,https://www.zimplaza.co.zw/listing/the-riley-method/,the riley method,21a clark rd bulawayo zimbabwe,{'the riley method'}
Brisk Consultancy & Business Services,"12 Mukwati Street, Kadoma, Zimbabwe",Kadoma,"+263 27645 / +263 772 584 714, +263 772 584 714, +263 27645",https://www.zimplaza.co.zw/listing/brisk-consultancy-business-services/,brisk consultancy business services,12 mukwati street kadoma zimbabwe,"{'consultancy business services', 'brisk consultancy business'}"
Matopo Book Centre,"92 Herbert Chitepo Street, Bulawayo, Zimbabwe",Bulawayo,097 1152,https://www.zimplaza.co.zw/listing/matopo-book-centre/,matopo book centre,92 herbert chitepo street bulawayo zimbabwe,{'matopo book centre'}
Nemchem International Zimbabwe,"9 Spurrirer Road New Ardbennie, Zimbabwe Harare",Harare,"+263242 663615, +263242 664515, +263242 664438, +263242 663155",https://www.zimbabweyp.com/company/684/Nemchem_International,nemchem international zimbabwe,9 spurrirer road new ardbennie zimbabwe harare,{'nemchem international zimbabwe'}
Lizhibowa Real Estate,"105 Nigel Philip Avenue, Eastlea, Harare, Zimbabwe",Harare,"+263 4 778 611, 778 725",https://www.zimplaza.co.zw/listing/lizhibowa-real-estate/,lizhibowa real estate,105 nigel philip avenue eastlea harare zimbabwe,{'lizhibowa real estate'}
Qualia Pvt Ltd,"111 Josiah Chinamano Avenue, Harare, Zimbabwe",Harare,+263779008335,https://www.zimplaza.co.zw/listing/qualia-pvt-ltd/,qualia pvt ltd,111 josiah chinamano avenue harare zimbabwe,{'qualia pvt ltd'}
Sparkling Gold Services,"7 Rowland Square, Harare, Zimbabwe",Harare,0772117685,https://www.zimplaza.co.zw/listing/sparkling-gold-services/,sparkling gold services,7 rowland square harare zimbabwe,{'sparkling gold services'}
Finecoast Investments (pvt) Ltd,"K2765 Norton, Zimbabwe",Norton,002634251882,https://www.zimbabweyp.com/company/103628/Finecoast_Investments_pvt_Ltd,finecoast investments pvt ltd,k2765 norton zimbabwe,"{'finecoast investments pvt', 'investments pvt ltd'}"
Nytrog Investments Private Limited,"3 Hermes Road Southerton, Harare, Zimbabwe",Harare,07783043122020,https://www.zimbabweyp.com/company/107728/Nytrog_Investments_Private_Limited,nytrog investments private limited,3 hermes road southerton harare zimbabwe,"{'nytrog investments private', 'investments private limited'}"
Essential Systems Solutions (ESSO),"16 Luck Street, Harare, Zimbabwe",Harare,+263719798207,https://www.zimplaza.co.zw/listing/essential-systems-solutions-esso/,essential systems solutions esso,16 luck street harare zimbabwe,"{'systems solutions esso', 'essential systems solutions'}"
Lodith Private Limited,"31 Tenth Avenue, Mutare, Zimbabwe",Mutare,+263772350023,https://www.zimplaza.co.zw/listing/lodith-private-limited/,lodith private limited,31 tenth avenue mutare zimbabwe,{'lodith private limited'}
Vine Design Apparel,"67 Speke Avenue, Harare, Zimbabwe",Harare,"0242709998, 0773880534",https://www.zimplaza.co.zw/listing/vine-design-apparel/,vine design apparel,67 speke avenue harare zimbabwe,{'vine design apparel'}
Gabriel Soko(Freelance graphic designer),"346 Elshaddai Road, Greystone Park, Harare, Zimbabwe",Harare,0772 801 988,https://www.zimplaza.co.zw/listing/gabriel-sokofreelance-graphic-designer/,gabriel sokofreelance graphic designer,346 elshaddai road greystone park harare zimbabwe,"{'gabriel sokofreelance graphic', 'sokofreelance graphic designer'}"
Classy Design (Pvt) Ltd,"21 Fitzgerald Avenue, North-End, Bulawayo, Zimbabwe",Bulawayo,"+263 292 202453, 0773 672 121",https://www.zimplaza.co.zw/listing/classy-design-pvt-ltd/,classy design pvt ltd,21 fitzgerald avenue northend bulawayo zimbabwe,"{'classy design pvt', 'design pvt ltd'}"
The Valcol Group,"1 Argyle Road, Avondale, Harare, Zimbabwe",Harare,"+2634307098, +2634307100, +2634307956",https://www.zimplaza.co.zw/listing/the-valcol-group/,the valcol group,1 argyle road avondale harare zimbabwe,{'the valcol group'}
S and R Consulting,"2 Corfe Road, Highlands, Harare, Zimbabwe",Harare,"+263 4 496 117, +263 77 156 1923",https://www.zimplaza.co.zw/listing/s-and-r-consulting/,s and r consulting,2 corfe road highlands harare zimbabwe,"{'s and r', 'and r consulting'}"
Mason Graphics (Pvt) Ltd,"3 Hermes Road, Southerton, Harare, Zimbabwe",Harare,"0774 468 027, 0773 505 558",https://www.zimplaza.co.zw/listing/mason-graphics-pvt-ltd/,mason graphics pvt ltd,3 hermes road southerton harare zimbabwe,"{'mason graphics pvt', 'graphics pvt ltd'}"
Fabs Building & Plumbing City,"80 Cameron Street, Harare, Zimbabwe",Harare,728 320/9,https://www.zimplaza.co.zw/listing/fabs-building-plumbing-city/,fabs building plumbing city,80 cameron street harare zimbabwe,"{'building plumbing city', 'fabs building plumbing'}"
Surge Monitor Security (Pvt) Ltd,"67 Blakeway Drive, Belvedere, Harare, Zimbabwe",Harare,"0778922817, 0783645926",https://www.zimplaza.co.zw/listing/surge-monitor-security-pvt-ltd/,surge monitor security pvt ltd,67 blakeway drive belvedere harare zimbabwe,"{'surge monitor security', 'security pvt ltd', 'monitor security pvt'}"
Safe Side Security Zimbabwe,"7 Derby Road, Avondale West, Harare, Zimbabwe",Harare,"0714 120828, 0771 196983",https://www.zimplaza.co.zw/listing/safe-side-security-zimbabwe/,safe side security zimbabwe,7 derby road avondale west harare zimbabwe,"{'safe side security', 'side security zimbabwe'}"
Hutpac Security Products,"154 Robert Mugabe Road, Eastlea, Harare, Zimbabwe",Harare,"+263 8644066338, 0772337761",https://www.zimplaza.co.zw/listing/hutpac-security-products/,hutpac security products,154 robert mugabe road eastlea harare zimbabwe,{'hutpac security products'}
Head Hunters Incorporated (Pvt) Ltd,"20 Bath Road, Avondale, Harare, Zimbabwe",Harare,"(04) 335988, +263 772328428",https://www.zimplaza.co.zw/listing/head-hunters-incorporated-pvt-ltd/,head hunters incorporated pvt ltd,20 bath road avondale harare zimbabwe,"{'incorporated pvt ltd', 'hunters incorporated pvt', 'head hunters incorporated'}"
Gatsi and Brothers Electrical,"1114 Samaita Crescent Ruwa , Harare, Zimbabwe",Harare,"+26371 390 2098, +263773199683",https://www.zimplaza.co.zw/listing/gatsi-and-brothers-electrical/,gatsi and brothers electrical,1114 samaita crescent ruwa harare zimbabwe,"{'and brothers electrical', 'gatsi and brothers'}"
Jacaranda Driving School,"Harare, Zimbabwe",Harare,0242 777 117,https://www.zimplaza.co.zw/listing/jacaranda-driving-school/,jacaranda driving school,harare zimbabwe,{'jacaranda driving school'}
Goodluck Driving School,"44 Mbuya Nehanda St, Harare, Zimbabwe",Harare,0242 705 356,https://www.zimplaza.co.zw/listing/goodluck-driving-school/,goodluck driving school,44 mbuya nehanda st harare zimbabwe,{'goodluck driving school'}
Divenglade Construction Pvt Ltd,"Number 11 Zimfeb Building, Corner George Silundika and 3rd Avenue, Bulawayo, Zimbabwe",Bulawayo,"+263 29 61146, +263 775 994 968, +263 733 161 342",https://www.zimplaza.co.zw/listing/divenglade-construction-pvt-ltd/,divenglade construction pvt ltd,number 11 zimfeb building corner george silundika and 3rd avenue bulawayo zimbabwe,"{'divenglade construction pvt', 'construction pvt ltd'}"
Donavans Property Consultants,"39 Bath Road, Avondale, Harare, Zimbabwe",Harare,04 303 061/303 628,https://www.zimplaza.co.zw/listing/donavans-property-consultants/,donavans property consultants,39 bath road avondale harare zimbabwe,{'donavans property consultants'}
Talarius Data Analytics,"15 Mon Repos Building, Newlands Shopping Centre, Harare, Zimbabwe",Harare,"04 746782, 746802, 0775165599",https://www.zimplaza.co.zw/listing/talarius-data-analytics/,talarius data analytics,15 mon repos building newlands shopping centre harare zimbabwe,{'talarius data analytics'}
Rapiso Emergency Health Assist,"155 Chinhoyi Street, Harare, Zimbabwe",Harare,"0783783783, 0774817115, 0774250328",https://www.zimplaza.co.zw/listing/rapiso-emergency-health-assist/,rapiso emergency health assist,155 chinhoyi street harare zimbabwe,"{'emergency health assist', 'rapiso emergency health'}"
Castech POS Solutions,"27 George Silundika Avenue, Harare, Zimbabwe",Harare,+263773924036,https://www.zimplaza.co.zw/listing/castech-pos-solutions/,castech pos solutions,27 george silundika avenue harare zimbabwe,{'castech pos solutions'}
AL HINDU TAXIS,"43 Robson Manyika, Harare, Zimbabwe",Harare,0718853808,https://www.zimplaza.co.zw/listing/al-hindu-taxis/,al hindu taxis,43 robson manyika harare zimbabwe,{'al hindu taxis'}
Dr Maqbool Gaibi Dental Surgery,"24 Second Avenue, Bulawayo, Zimbabwe",Bulawayo,"+263978666, +263978669",https://www.zimplaza.co.zw/listing/dr-maqbool-gaibi-dental-surgery/,dr maqbool gaibi dental surgery,24 second avenue bulawayo zimbabwe,"{'maqbool gaibi dental', 'gaibi dental surgery', 'dr maqbool gaibi'}"
J W Wilson International,"145a Galloway Road, Norton, Zimbabwe",Norton,"(062) 2081, 2130, 2542, 3722, 0772858822",https://www.zimplaza.co.zw/listing/j-w-wilson-international/,j w wilson international,145a galloway road norton zimbabwe,"{'w wilson international', 'j w wilson'}"
GreenSparks Energy Solutions,"4 Kent Road, Chisipite, Harare, Zimbabwe",Harare,"+263 779073062, +263 733718982",https://www.zimplaza.co.zw/listing/greensparks-energy-solutions/,greensparks energy solutions,4 kent road chisipite harare zimbabwe,{'greensparks energy solutions'}
Anoemak Investments PBC,"23 Robert Mugabe Road, Harare, Zimbabwe",Harare,+26386744252424,https://www.zimplaza.co.zw/listing/anoemak-investments-pbc/,anoemak investments pbc,23 robert mugabe road harare zimbabwe,{'anoemak investments pbc'}
Zimbabwe Plumbing & General Maintenance,"Unit 10 - 8 Rhodesville Avenue, Greendale, Harare, Zimbabwe",Harare,"0242 481587, 0772 657 091, 0772256553",https://www.zimplaza.co.zw/listing/zimbabwe-plumbing-general-maintenance/,zimbabwe plumbing general maintenance,unit 10 8 rhodesville avenue greendale harare zimbabwe,"{'zimbabwe plumbing general', 'plumbing general maintenance'}"
AS & S Events,"Hillside, Bulawayo, Zimbabwe",Bulawayo,0773628998,https://www.zimplaza.co.zw/listing/as-s-events/,as s events,hillside bulawayo zimbabwe,{'as s events'}
City Speed Logistics,"17174 Roan Close, Borrowdale West, Harare, Zimbabwe",Harare,"+263242886339, +263778807444",https://www.zimplaza.co.zw/listing/city-speed-logistics/,city speed logistics,17174 roan close borrowdale west harare zimbabwe,{'city speed logistics'}
